1,6425,6239,7.931356666666666,51.54019,17,9,2019,14:26:29.807295
2,2,2,7.931428333333334,51.54045166666666,17,9,2019,14:26:42.187397
3,92,91,7.931443333333334,51.54068833333334,17,9,2019,14:26:46.183763
4,146,146,7.931423333333333,51.54094833333333,17,9,2019,14:26:51.122588
5,219,219,7.931376666666667,51.54117166666666,17,9,2019,14:26:55.195504
6,281,281,7.931315000000001,51.541428333333336,17,9,2019,14:27:00.127481
7,354,354,7.931253333333332,51.54167,17,9,2019,14:27:04.125318
8,414,414,7.931193333333333,51.541905,17,9,2019,14:27:08.119977
9,474,474,7.93113,51.542138333333334,17,9,2019,14:27:12.141347
10,535,535,7.93107,51.54236666666667,17,9,2019,14:27:16.146840
11,594,594,7.930963333333334,51.542609999999996,17,9,2019,14:27:20.127683
12,654,654,7.930904999999999,51.54286666666667,17,9,2019,14:27:25.188415
13,730,731,7.930829999999999,51.54308833333333,17,9,2019,14:27:29.120776
14,789,790,7.930718333333334,51.54334833333334,17,9,2019,14:27:34.191776
15,865,866,7.930628333333334,51.54359666666666,17,9,2019,14:27:38.166213
16,925,926,7.930534999999999,51.54383666666666,17,9,2019,14:27:42.158650
17,984,985,7.930413333333333,51.54407500000001,17,9,2019,14:27:46.154082
18,1042,1030,7.9303,51.54431833333333,17,9,2019,14:27:51.173286
19,1080,1068,7.930176666666667,51.54457833333333,17,9,2019,14:27:56.233453
20,1118,1106,7.930223333333333,51.54486,17,9,2019,14:28:01.172192
21,1155,1142,7.930163333333333,51.545145000000005,17,9,2019,14:28:05.178975
22,1208,1196,7.9301,51.54537333333333,17,9,2019,14:28:08.161233
